,State,RTO,RTO Name,Year,Month,Metric,Name,Count
4125577,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-EDUCATION INSTITUTE BUS PERMIT,0
4125578,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-HEAVY GOODS (NP),31
4125579,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-HEAVY GOODS PERMIT,161
4125580,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-LIGHT GOODS (NP),7
4125581,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-LIGHT GOODS PERMIT,56
4125582,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-MEDIUM GOODS (NP),11
4125583,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-MEDIUM GOODS PERMIT,29
4125584,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-MOTOR CAB PERMIT,304
4125585,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-MOTOR CYCLE,0
4125586,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-MOTORCYCLE,0
4125587,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-MULTI AXLE GOODS VCH(<=50tons),173
4125588,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-MULTI-AXLE TRAILER (> 50tons),24
4125589,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-Other,1
4125590,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Category,-PRIVATE SERVICE VEHICLE,1
4125591,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Purpose,Fresh Permit,753
4125592,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Purpose,Renewal of Permit,25
4125593,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Purpose,Special Permit,21
4125594,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Purpose,Temporary Permit,1
4125595,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Type,Contract Carriage Permit,306
4125596,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Type,Goods Permit,246
4125597,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Type,National Permit,246
4125598,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Type,Private Service Vehicle Permit,1
4125599,KA,1,BENGALURU CENTRAL  RTO,2025,1,Permit Type,other type,1
4125600,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,FOUR WHEELER (Invalid Carriage),1
4125601,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,HEAVY GOODS VEHICLE,236
4125602,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,HEAVY MOTOR VEHICLE,0
4125603,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,HEAVY PASSENGER VEHICLE,120
4125604,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,LIGHT GOODS VEHICLE,145
4125605,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,LIGHT MOTOR VEHICLE,2248
4125606,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,LIGHT PASSENGER VEHICLE,339
4125607,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,MEDIUM GOODS VEHICLE,12
4125608,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,MEDIUM PASSENGER VEHICLE,4
4125609,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,OTHER THAN MENTIONED ABOVE,38
4125610,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,THREE WHEELER(NT),0
4125611,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,THREE WHEELER(T),702
4125612,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,TWO WHEELER (Invalid Carriage),0
4125613,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,TWO WHEELER(NT),6437
4125614,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Category,TWO WHEELER(T),120
4125615,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Adapted Vehicle,1
4125616,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Ambulance,2
4125617,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Articulated Vehicle,35
4125618,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Bus,128
4125619,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Cash Van,0
4125620,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Construction Equipment Vehicle,6
4125621,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Crane Mounted Vehicle,2
4125622,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Earth Moving Equipment,0
4125623,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Educational Institution Bus,0
4125624,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Goods Carrier,307
4125625,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-M-Cycle/Scooter,6267
4125626,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-M-Cycle/Scooter-With Side Car,1
4125627,KA,1,BENGALURU CENTRAL  RTO,2025,1,Registration Class,-Maxi Cab,22
